date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
06:19:51	1096/1096	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2000:35:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F03%2FBookkeeping-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=5d738206e1bce6ee644ad653104e8db2	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/03/Bookkeeping-BCG-Banner71ae.png	(from https://www.classcentral.com/)
06:19:52	10622/10622	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:55:35%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F03%2FBookkeeping-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=1871ff2bf209d5a6a9c8d7bbf4b4d637	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/03/Bookkeeping-BCG-Banner0d13.png	(from https://www.classcentral.com/)
06:19:52	1222/1222	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2004:10:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F03%2FCSS-Layout-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=4049a5da911ea5da8b4e47ee1618bd9f	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/03/CSS-Layout-BCG-Banner2282.png	(from https://www.classcentral.com/)
06:19:52	144370/144370	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2012:18:18%20GMT	https://www.classcentral.com/report/author/manoel/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/author/manoel/index.html	(from https://www.classcentral.com/)
06:19:52	292304/292304	---MC-	200	added ('OK')	application/rss+xml	etag:%22db782429040aa01b81a92335576cd2df%22	https://www.classcentral.com/report/feed/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/feed/index.html	(from https://www.classcentral.com/)
06:19:52	5547/5547	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:55:36%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F03%2FCSS-Layout-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=8a6d81c9e97df3fd08d287bd36e8638f	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/03/CSS-Layout-BCG-Banner877d.png	(from https://www.classcentral.com/)
06:19:52	132509/132509	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2007:43:04%20GMT	https://www.classcentral.com/report/masterclass-layoffs-round-three/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/masterclass-layoffs-round-three/index.html	(from https://www.classcentral.com/)
06:19:53	1306/1306	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2002:19:52%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FDigital-Art-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=86e811229a6e6eb9d7cdbcb598bfe83b	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Digital-Art-BCG-Bannerdad3.png	(from https://www.classcentral.com/)
06:19:53	149543/149543	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2023:26:35%20GMT	https://www.classcentral.com/report/most-cited-mooc-research/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/most-cited-mooc-research/index.html	(from https://www.classcentral.com/)
06:19:53	10568/10568	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:33:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FDigital-Art-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=886c4125a4f223041b21253ebb43bb32	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Digital-Art-BCG-Bannere69e.png	(from https://www.classcentral.com/)
06:19:53	147071/147071	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Mar%202023%2000:05:42%20GMT	https://www.classcentral.com/report/author/heba/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/author/heba/index.html	(from https://www.classcentral.com/)
06:19:53	135204/135204	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2019:08:05%20GMT	https://www.classcentral.com/report/emoocs-2023-cfp/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/emoocs-2023-cfp/index.html	(from https://www.classcentral.com/)
06:19:53	1153/1153	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:35:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FElm-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=a5877ace21d6dbe908570a4707710189	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Elm-BCG-Banner67b1.png	(from https://www.classcentral.com/)
06:19:54	8867/8867	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:33:45%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FElm-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=e17362530ac2886153d51465cb6d4b59	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Elm-BCG-Banner7374.png	(from https://www.classcentral.com/)
06:19:54	1153/1153	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2001:44:18%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FResume-Writing-BCG-Banner.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=300&s=44507cb2c2d38779a784cbb718513b51	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Resume-Writing-BCG-Banner6802.png	(from https://www.classcentral.com/)
06:19:54	138066/138066	---MCZ	200	added ('OK')	text/html	date:Sun,%2012%20Mar%202023%2008:06:28%20GMT	https://www.classcentral.com/report/udemy-layoffs/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/udemy-layoffs/index.html	(from https://www.classcentral.com/)
06:19:54	12173/12173	---M--	200	added ('OK')	image/png	date:Mon,%2013%20Mar%202023%2003:33:46%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Freport%2Fwp-content%2Fuploads%2F2023%2F02%2FResume-Writing-BCG-Banner.png?auto=format&ixlib=php-3.3.1&w=300&s=e92cf7c600bb5aba5ffd00eca9409f07	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/report/wp-content/uploads/2023/02/Resume-Writing-BCG-Bannera1ce.png	(from https://www.classcentral.com/)
06:19:54	2083/2083	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2009:53:47%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollections-udemy-top-courses.png?auto=format&blur=200&ixlib=php-3.3.1&px=16&w=450&s=5822fefc87e87cb1ea48d34e29a6a7ec	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collections-udemy-top-coursesa8d4.png	(from https://www.classcentral.com/)
06:19:54	214683/214683	---MCZ	200	added ('OK')	text/html	date:Mon,%2013%20Mar%202023%2000:06:19%20GMT	https://www.classcentral.com/report/harvard-cs50-guide/	D:/Trial_Scraping_5/trial/www.classcentral.com/report/harvard-cs50-guide/index.html	(from https://www.classcentral.com/)
06:19:55	36931/36931	---M--	200	added ('OK')	image/png	date:Sun,%2012%20Mar%202023%2008:06:30%20GMT	https://ccweb.imgix.net/https%3A%2F%2Fwww.classcentral.com%2Fimages%2Fcollections%2Fcollections-udemy-top-courses.png?auto=format&ixlib=php-3.3.1&w=450&s=243e8b030c78e5cd68b2e3ddd8e1bc7f	D:/Trial_Scraping_5/trial/ccweb.imgix.net/https_/www.classcentral.com/images/collections/collections-udemy-top-coursesb42d.png	(from https://www.classcentral.com/)
